Địa chỉ,Diện tích,Mặt tiền,Đường tiếp cận,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Tình trạng pháp lý,Tình trạng nội thất,Giá,Thành phố,Dự án,Giá trên m²,Số tầng tối đa
"Đường Đinh Tiên Hoàng, Phường Tự An, Buôn Ma Thuột, Đắk Lắk",47.3,43.0,30.0,Đông - Nam,Đông - Bắc,3,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.4,Đắk Lắk,False,135.3,5
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",31.0,3.1,3.3,Đông - Nam,Đông - Nam,5,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Hà Nội,False,122.6,3
"Đường Long Thuận, Phường Long Phước, Thủ Đức, Hồ Chí Minh",50.1,4.2,22.0,Đông,Đông,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hồ Chí Minh,False,91.8,5
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.8,25.0,Đông - Nam,Đông - Nam,6,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,7.5,Hà Nội,False,208.3,5
"Đường Số 15, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",60.0,5.0,5.1,Tây - Bắc,Tây - Bắc,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.4,Hồ Chí Minh,False,73.3,3
"Đường Đông Dư, Xã Đông Dư, Gia Lâm, Hà Nội",33.0,4.4,3.6,Đông - Bắc,Đông - Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hà Nội,False,139.4,3
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",91.2,4.8,8.0,Tây - Bắc,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,False,109.6,4
"Dự án Swan Park, Phố Tôn Đức Thắng, Xã Phú Thạnh, Nhơn Trạch, Đồng Nai",180.4,9.3,11.0,Nam,Đông - Nam,3,3,4,Hợp đồng mua bán,Đầy đủ nội thất,7.0,Đồng Nai,True,38.8,4
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",35.0,3.6,3.0,Bắc,Bắc,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hà Nội,False,115.7,3
"Dự án Swan Park, Phố Tôn Đức Thắng, Xã Phú Thạnh, Nhơn Trạch, Đồng Nai",233.6,9.3,37.4,Nam,Nam,3,3,4,Hợp đồng mua bán,Đầy đủ nội thất,8.5,Đồng Nai,True,36.4,5
"Phường Chính Gián, Thanh Khê, Đà Nẵng",82.0,6.3,5.5,Bắc,Tây,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Đà Nẵng,False,68.3,3
"Dự án Swan Park, Phố Tôn Đức Thắng, Xã Phú Thạnh, Nhơn Trạch, Đồng Nai",108.8,6.4,12.0,Tây - Bắc,Nam,3,3,4,Hợp đồng mua bán,Đầy đủ nội thất,4.2,Đồng Nai,True,38.6,4
"Đường Vĩnh Viễn, Phường 4, Quận 10, Hồ Chí Minh",35.2,4.7,3.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Hồ Chí Minh,False,127.8,3
"Đường Tân Chánh Hiệp 17, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",56.0,4.0,5.0,Nam,Tây - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Hồ Chí Minh,False,105.2,3
"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",100.0,5.0,7.5,Tây - Bắc,Tây - Bắc,1,2,1,Đã có giấy chứng nhận,Đầy đủ nội thất,3.2,Đà Nẵng,False,31.5,4
"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",32.0,3.4,10.0,Tây - Bắc,Đông - Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hồ Chí Minh,False,203.1,4
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",68.0,4.0,7.0,Đông,Bắc,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hồ Chí Minh,False,92.6,4
"Dự án Swan Park, Phố Tôn Đức Thắng, Xã Phú Thạnh, Nhơn Trạch, Đồng Nai",108.8,6.4,11.8,Tây - Bắc,Nam,3,3,4,Hợp đồng mua bán,Đầy đủ nội thất,4.2,Đồng Nai,True,38.6,4
"Phường Long Trường, Thủ Đức, Hồ Chí Minh",70.0,5.0,8.0,Đông - Nam,Đông - Nam,3,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,107.1,4
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",35.0,3.6,3.3,Tây - Nam,Bắc,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.6,Hà Nội,False,188.6,3
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",60.0,4.5,4.9,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.7,Hà Nội,False,78.3,3
"Đường Hoa Lâm, Phường Việt Hưng, Long Biên, Hà Nội",57.5,4.6,5.5,Đông,Đông - Bắc,5,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.1,Hà Nội,False,158.3,3
"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",83.0,4.0,20.0,Tây - Nam,Đông - Nam,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.8,Hồ Chí Minh,False,118.1,5
"Đường Ngũ Hiệp, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",40.0,3.5,6.0,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hà Nội,False,146.2,3
"Vân Lũng, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",32.0,4.0,4.5,Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,3.6,Hà Nội,False,112.5,3
"Phường Ghềnh Ráng, Quy Nhơn, Bình Định",91.0,5.0,8.0,Tây - Bắc,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Bình Định,False,76.9,4
"Đường Bạch Đằng, Phường 24, Bình Thạnh, Hồ Chí Minh",60.0,4.0,5.0,Đông,Đông,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,125.0,3
"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",38.0,5.5,3.0,Đông - Nam,Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hà Nội,False,156.6,3
"Đường Võ Duy Ninh, Phường Thọ Quang, Sơn Trà, Đà Nẵng",156.5,8.8,7.5,Đông - Nam,Đông - Nam,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Đà Nẵng,False,54.3,4
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",60.0,5.0,5.0,Đông,Đông,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hồ Chí Minh,False,105.0,3
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",63.0,4.1,3.9,Đông - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hưng Yên,True,107.9,3
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,5.0,11.6,Đông,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,True,100.0,4
"Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội",40.0,5.5,5.5,Đông - Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.5,Hà Nội,False,237.5,3
"Đường Trương Định, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",35.0,3.6,3.9,Tây - Nam,Tây - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hà Nội,False,132.9,3
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",44.0,4.8,3.4,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.7,Hà Nội,False,152.3,3
"Phường An Phú, Thuận An, Bình Dương",63.0,5.0,7.0,Nam,Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Bình Dương,False,41.3,4
"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",42.0,5.3,5.6,Đông - Bắc,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hà Nội,False,141.7,3
"Đường Hoa Thám, Xã La Phù, Hoài Đức, Hà Nội",39.0,4.0,3.8,Đông - Bắc,Tây - Nam,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,5.0,Hà Nội,False,126.9,3
"Đường An Hải Đông 1, Phường An Hải Đông, Sơn Trà, Đà Nẵng",105.0,45.0,7.0,Đông - Bắc,Tây - Bắc,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.1,Đà Nẵng,False,67.6,4
"Đường Võ Thị Sáu, Phường Bình Tân, La Gi, Bình Thuận",206.0,10.0,12.0,Nam,Đông - Nam,1,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Bình Thuận,False,18.4,4
"Phường Cát Linh, Đống Đa, Hà Nội",44.0,4.3,3.3,Đông - Bắc,Đông - Bắc,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hà Nội,False,118.2,3
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa.",89.0,5.0,34.0,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.6,Thanh Hóa,True,74.7,5
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,4.0,3.0,Tây,Tây,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.4,Hà Nội,False,146.7,3
"Đường Đa Mặn, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",90.0,4.9,8.3,Đông,Đông,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,3.4,Đà Nẵng,False,38.3,4
"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",61.0,5.4,6.9,Tây,Tây - Nam,6,9,9,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,147.5,3
"Phường Bình Định, An Nhơn, Bình Định",160.0,6.0,12.0,Tây,Tây,2,4,2,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Bình Định,False,28.1,4
"Đường Huỳnh Thúc Kháng, Phường Yết Kiêu, Hà Đông, Hà Nội",44.0,4.2,5.0,Đông - Nam,Đông - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Hà Nội,False,181.8,3
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",33.0,3.6,2.5,Tây - Bắc,Tây - Bắc,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hà Nội,False,166.7,3
"Đường An Phước - Dinh Cố, Xã Tam Phước, Long Điền, Bà Rịa Vũng Tàu",115.0,5.0,6.0,Bắc,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.5,Bà Rịa Vũng Tàu,False,21.7,3
"Đường Nguyễn Chính, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",45.0,6.3,4.9,Đông - Nam,Bắc,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Hà Nội,False,177.8,3
"Đường Định Công Thượng, Phường Kim Giang, Thanh Xuân, Hà Nội",45.0,5.3,5.8,Tây,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hà Nội,False,156.7,3
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",40.0,4.0,3.3,Tây - Nam,Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.4,Hà Nội,False,211.2,3
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",51.0,7.8,10.6,Tây - Bắc,Đông - Nam,7,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.7,Hà Nội,False,190.2,4
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",72.4,4.0,6.0,Tây - Bắc,Bắc,4,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,6.5,Hồ Chí Minh,False,89.6,3
"Đường Lê Văn Thịnh, Phường Cát Lái, Quận 2, Hồ Chí Minh",106.0,7.5,6.0,Đông - Bắc,Đông - Bắc,2,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hồ Chí Minh,False,72.6,3
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",14.0,3.5,3.7,Đông,Đông,2,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,2.0,Hồ Chí Minh,False,139.3,3
"Xã Cổ Loa, Huyện Đông Anh, Hà Nội",67.0,4.4,3.0,Bắc,Bắc,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,3.5,Hà Nội,False,52.2,3
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",77.0,4.5,5.0,Nam,Đông - Nam,2,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hồ Chí Minh,False,72.7,3
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",38.0,3.9,6.0,Đông - Nam,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hà Nội,False,121.1,3
"Đường Thế Lữ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",94.6,4.3,5.5,Đông - Nam,Đông - Bắc,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Đà Nẵng,False,63.4,3
"Dự án Uni-town, Đường Đại Lộ Bình Dương, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",100.0,30.0,30.0,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Bình Dương,True,45.0,5
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",52.0,4.6,3.9,Đông - Nam,Đông - Nam,5,8,7,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Hà Nội,False,150.0,3
"Đường Ngô Thì Hương, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",100.0,5.0,7.5,Tây - Nam,Tây - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Đà Nẵng,False,54.0,4
"Đường Nguyễn Thị Sáu, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",105.0,5.0,10.8,Đông - Bắc,Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hồ Chí Minh,False,41.0,4
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,4.1,9.0,Đông - Nam,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hà Nội,False,114.3,4
"Đường Dương Lâm, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",118.0,5.0,5.5,Đông - Bắc,Đông - Bắc,3,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.2,Đà Nẵng,False,52.5,3
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",30.0,3.2,5.0,Đông,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hà Nội,False,183.3,3
"Đường Số 1C, Phường An Lạc A, Bình Tân, Hồ Chí Minh",60.0,4.0,6.0,Nam,Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,125.0,3
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.0,4.0,8.0,Nam,Đông,5,6,6,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hồ Chí Minh,False,79.2,4
"Đường Nguyễn Bỉnh Khiêm, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",73.5,5.9,5.0,Đông - Nam,Đông - Bắc,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.4,Bà Rịa Vũng Tàu,False,87.1,3
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",21.0,3.6,3.0,Đông - Nam,Đông - Nam,5,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.9,Hà Nội,False,185.7,3
"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",100.0,5.0,5.0,Tây - Nam,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hồ Chí Minh,False,59.5,3
"Đường Hoàng Hoa Thám, Phường Tân Tiến, Buôn Ma Thuột, Đắk Lắk",80.0,4.0,20.0,Đông - Bắc,Đông - Bắc,2,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.0,Đắk Lắk,False,50.0,5
"Đường Trường Sa, Phường 2, Phú Nhuận, Hồ Chí Minh",32.5,6.5,16.0,Đông - Nam,Đông - Nam,5,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.9,Hồ Chí Minh,False,304.6,4
"Phường An Lạc, Bình Tân, Hồ Chí Minh",52.0,4.0,6.0,Nam,Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hồ Chí Minh,False,96.2,3
"Đường 29, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",99.0,5.3,6.0,Đông - Bắc,Đông - Bắc,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hồ Chí Minh,False,60.6,3
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",91.2,6.5,8.0,Tây - Nam,Tây - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.2,Hồ Chí Minh,False,100.9,4
"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",100.0,5.0,6.0,Tây - Nam,Tây,1,5,5,Đã có giấy chứng nhận,Cơ bản nội thất,5.3,Hồ Chí Minh,False,53.0,3
"Đường Dân Chủ, Xã Vĩnh Tân, Tân Uyên, Bình Dương",70.0,5.0,12.0,Đông - Nam,Đông - Nam,2,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,2.1,Bình Dương,False,30.0,4
"Đường 12, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",88.0,4.0,10.0,Tây - Bắc,Đông - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.6,Hồ Chí Minh,False,97.7,4
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",48.0,4.0,5.0,Đông,Đông - Bắc,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hồ Chí Minh,False,114.2,3
"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",45.0,3.9,5.6,Tây,Đông - Bắc,4,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.1,Hà Nội,False,68.9,3
"Đường 21, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",35.0,4.9,3.0,Tây - Bắc,Đông - Bắc,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.3,Hồ Chí Minh,False,65.7,3
"Phường 15, Phú Nhuận, Hồ Chí Minh",40.0,4.4,3.3,Tây - Bắc,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hồ Chí Minh,False,129.8,3
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",65.5,5.2,6.8,Tây - Bắc,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Hồ Chí Minh,False,135.9,3
"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",39.0,4.0,4.4,Đông - Nam,Đông - Bắc,4,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.2,Hà Nội,False,83.3,3
"Đường Nguyễn Đình Chiểu, Phường 4, Phú Nhuận, Hồ Chí Minh",35.9,16.4,13.4,Đông - Nam,Đông - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hồ Chí Minh,False,158.5,4
"Đường Tố Hữu, Phường Nhân Chính, Thanh Xuân, Hà Nội",55.0,17.0,9.2,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.9,Hà Nội,False,180.0,4
"Đường Ngô Quyền, Phường An Hải Tây, Sơn Trà, Đà Nẵng",74.0,4.0,33.0,Tây - Nam,Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Đà Nẵng,False,107.4,5
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,4.1,2.8,Đông,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.4,Hà Nội,False,127.1,3
"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,4.5,3.1,Đông - Bắc,Nam,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.4,Hà Nội,False,95.7,3
"Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",66.8,4.3,6.0,Nam,Tây - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Hồ Chí Minh,False,88.6,3
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",45.0,3.7,8.6,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hà Nội,False,155.6,4
"Đường Tố Hữu, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",100.0,5.0,7.5,Bắc,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Đà Nẵng,False,99.9,4
"Đường Núi Thành, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",68.0,4.7,10.5,Tây - Nam,Tây - Nam,1,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Đà Nẵng,False,130.9,4
"Phố 72, Xã An Khánh, Hoài Đức, Hà Nội",35.0,3.8,4.8,Nam,Đông - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,3.6,Hà Nội,False,104.3,3
"Đường Đồng Khởi, Phường Tân Phong, Biên Hòa, Đồng Nai",156.0,7.0,6.0,Nam,Đông,3,7,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Đồng Nai,False,44.2,3
"Hẻm 239, Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,4.0,6.0,Tây - Nam,Tây - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hồ Chí Minh,False,107.5,3
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội.",40.0,3.5,4.0,Nam,Tây,7,3,5,Đã có giấy chứng nhận,Cơ bản nội thất,9.2,Hà Nội,False,230.0,3
"Đường Hóa Sơn 5, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",60.0,4.3,7.9,Đông - Bắc,Đông,1,3,1,Đã có giấy chứng nhận,Đầy đủ nội thất,3.5,Đà Nẵng,False,58.3,4
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",58.0,3.6,3.5,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,129.3,3
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",61.4,5.6,8.9,Đông - Bắc,Tây - Bắc,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hồ Chí Minh,False,107.5,4
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",153.0,6.0,4.0,Đông - Bắc,Đông - Bắc,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.1,Hà Nội,False,52.9,3
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",48.0,4.4,3.2,Tây - Nam,Đông - Bắc,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hà Nội,False,121.9,3
"Dự án Izumi City, Xã Long Hưng, Biên Hòa, Đồng Nai",143.5,8.4,16.0,Nam,Bắc,2,4,4,Hợp đồng mua bán,Đầy đủ nội thất,8.1,Đồng Nai,True,56.3,4
"Đường Phan Đình Giót, Phường Quang Trung, Hà Đông, Hà Nội",38.0,23.7,3.5,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.1,Hà Nội,False,160.5,3
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",65.0,4.0,3.0,Tây - Bắc,Tây - Bắc,6,8,9,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hà Nội,False,153.8,3
"Đường An Phú Đông 1, Phường An Phú Đông, Quận 12, Hồ Chí Minh",56.1,4.5,8.5,Tây,Đông - Bắc,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hồ Chí Minh,False,116.8,4
"Ngõ 105, Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",44.0,3.4,3.0,Tây - Nam,Đông - Nam,5,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,203.4,3
